NGA	Nigeria	114.523177	101.577199	76.176487	71.228547	68.48447
NIU	Niue	10.345407	17.91977	22.15069	19.654877	18.006367
NOR	Norway	6.147228	3.484855	2.335534	1.977829	1.850703
OMN	Oman	28.397991	12.587025	8.98576	8.623943	8.756476
PAK	Pakistan	99.708495	81.562675	63.846496	56.026949	51.518635
PLW	Palau	26.296339	22.799553	18.802208	16.122627	14.620371
PAN	Panama	22.813245	19.428698	15.070396	12.939782	11.664958
PNG	Papua New Guinea	58.547087	49.802925	41.056793	36.905283	34.335215
PRY	Paraguay	32.875699	25.072314	19.664234	16.935952	15.417034
PER	Peru	52.134921	26.758444	13.942668	11.210377	9.960336
PHL	Philippines	34.923507	25.253852	22.063656	20.935351	19.79419
POL	Poland	13.251521	7.29782	4.676803	3.776883	3.442132
PRT	Portugal	10.228469	4.992216	2.805319	2.696159	2.793225
QAT	Qatar	16.119906	9.800935	7.144488	6.155044	5.40162
ROU	Romania	21.504389	16.278106	8.596862	6.893387	5.493653
RUS	Russian Federation	15.573453	14.163103	7.82445	6.488058	5.479487
RWA	Rwanda	86.829281	101.161803	39.884734	27.678875	24.171878
KNA	Saint Kitts and Nevis	22.568396	16.970816	10.761973	9.592893	8.797568
LCA	Saint Lucia	16.453811	13.777016	14.719117	14.187978	13.293903
WSM	Samoa	22.712343	16.241473	14.431078	13.240192	12.213018
SMR	San Marino	10.339812	4.939735	2.328567	1.788768	1.593194
STP	Sao Tome and Principe	62.360801	50.257288	29.603154	23.820046	21.527491
SAU	Saudi Arabia	33.319714	17.537235	9.732207	6.893911	5.703492
SEN	Senegal	65.106682	61.670554	37.971563	31.175014	28.187964
SRB	Serbia	22.394068	9.676603	5.8342	4.859635	4.323831
SYC	Seychelles	13.062891	10.826532	11.125008	11.584976	11.364206
SLE	Sierra Leone	145.720804	134.105742	101.738617	81.875409	72.761721
SGP	Singapore	5.57376	2.763888	2.029464	1.988496	2.070975
SVK	Slovakia	10.925563	7.272778	5.168668	4.526953	4.169649
SVN	Slovenia	7.794586	4.172493	2.418906	1.85436	1.59403
SLB	Solomon Islands	28.528662	23.084289	19.656899	16.964039	15.409736
SOM	Somalia	100.414049	97.219592	89.197636	76.69697	70.525879
ZAF	South Africa	41.571226	45.132178	35.191193	28.735331	25.976737
SSD	South Sudan	140.82862	102.804204	63.964548	58.215587	58.28776
ESP	Spain	6.653939	3.969191	2.895903	2.484013	2.311283
LKA	Sri Lanka	16.760522	12.832119	9.011452	6.709726	5.750415
VCT	Saint Vincent and the Grenadines	17.824412	17.60776	16.740467	14.605087	13.356801
PSE	State of Palestine	33.410081	23.181315	18.190127	16.956938	15.81993
SDN	Sudan	73.921689	59.585997	45.15069	40.271662	37.315212
SUR	Suriname	36.665906	26.702457	19.340998	16.375698	14.88002
SWZ	Eswatini	47.646785	71.826483	53.119146	42.705986	38.328435
SWE	Sweden	5.197461	3.039705	2.271379	2.121116	1.99603
CHE	Switzerland	5.844085	4.21802	3.602551	3.486617	3.353455
SYR	Syrian Arab Republic	27.949239	17.939045	12.479226	12.724031	12.469833
TJK	Tajikistan	72.582994	60.36284	32.62133	28.789452	26.550409
TZA	United Republic of Tanzania	95.49547	74.822873	43.83112	38.471189	34.419358
THA	Thailand	26.674872	16.332177	10.112258	7.970854	6.929218
TLS	Timor-Leste	123.114512	78.878742	47.646948	39.555666	35.721483
TGO	Togo	81.415661	67.884039	52.509481	45.887737	42.208586
TON	Tonga	21.488947	17.221676	17.009278	16.349437	15.19818
TTO	Trinidad and Tobago	24.389011	22.968979	18.764526	16.195519	14.747992
TUN	Tunisia	39.474293	22.477025	14.247271	13.363449	13.225755
TUR	Turkey	52.233925	29.124138	14.045253	10.183129	8.541053
TKM	Turkmenistan	59.268818	56.875003	43.275248	37.12012	33.853447
TUV	Tuvalu	37.472683	29.604439	23.139362	19.924965	18.230928
UGA	Uganda	100.982086	80.949686	45.399034	34.616516	30.269371
UKR	Ukraine	14.627658	13.936909	8.946548	7.260764	6.674548
ARE	United Arab Emirates	12.469815	8.473564	6.443882	5.954321	5.807849
GBR	United Kingdom	6.864376	4.945575	3.93865	3.40408	3.26647
USA	United States	8.319591	6.405155	5.652041	5.298242	5.100604
URY	Uruguay	17.758896	12.922662	8.093603	6.635685	5.723648
UZB	Uzbekistan	51.428673	45.20168	27.227569	19.593627	16.272323
VUT	Vanuatu	26.889339	22.060724	22.693282	21.973334	20.485148
VEN	Venezuela (Bolivarian Republic of)	21.908863	16.076486	12.86508	14.998655	19.616302
VNM	Viet Nam	31.858018	20.083428	15.75866	14.918291	14.14561
YEM	Yemen	81.125991	62.988434	39.554655	38.974756	39.077823
ZMB	Zambia	103.349675	88.485069	48.059893	40.238423	36.555955
ZWE	Zimbabwe	45.580965	51.721202	47.21054	33.979235	29.872373
